titulo;precio;esb2b;business_Score;transporte;marca;url;categoria;fecha
DX3 INTERRUPEUR DIFFERENTIEL TETRAPOLAIRE 40A TYPE AC 30MA LEG 411661;67.14;FALSE;0.546673349;3.25;SCHNEIDER;https://www.manomano.fr/catalogue/p/int-dif-4p-25a-30ma-n-gauche-144400?model_id=144401;diferenciales;14/12/2020
Interrupteur differentiel 63a x2 30ma a Moeller;30.95;FALSE;0.544348707;;schneider;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-monophase-25-40-63-a-type-a-ac-moeller-53906?model_id=53909;diferenciales;14/12/2020
Télérupteur pour encastrement Finder 27.26.8.230.0000 2 NO (T) 230 V/AC 10 A 2300 VA 1 pc(s);11.99;FALSE;0.539846762;3.65;legrand;https://www.manomano.fr/catalogue/p/telerupteur-272682300000-finder-s78745-7243859;diferenciales;14/12/2020
HAGER Interrupteur différentiel 63A 30mA type A 230V - CDA765F;67;FALSE;0.48467416;6.7;schneider;https://www.manomano.fr/catalogue/p/inter-diff-2p-63a-30ma-a-borne-dec-cda765f-54181;diferenciales;14/12/2020
Acti9. iID interrupteur différentiel 4P 63A 30mA type AC;122.47;FALSE;0.444235607;9.99;legrand;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-iid-tetra-acti9-63a-30ma-type-ac-126272;diferenciales;14/12/2020
Interrupteur différentiel Siemens 5SV3344-6 4 pôles 40 A 0.03 A 400 V 1 pc(s) W909211;30.37;FALSE;0.434604425;3.99;MOELLER;https://www.manomano.fr/catalogue/p/siemens-is-fi-schutzschalter-40a3-n30ma400v-5sv3344-6-siemens-indussector-5sv33446-5322615;diferenciales;14/12/2020
Interrupteur différentiel XE 40A 30ma type AC - auto -230V Schneider R9ERC240;39.2;FALSE;0.424563853;4.95;FINDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-2p-40a-30ma-type-ac-embrochable-schneider-resi9-xe-6343581;diferenciales;14/12/2020
Interrupteur différentiel 63A 2P 30mA type AC embrochable IDClic XE DUOLINE SCHNEIDER ELECTRIC 16162;60.18;FALSE;0.414941668;4;hager;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-63a-embrochable-schneider-merlin-gerin-schneider-53891;diferenciales;14/12/2020
Interrupteur différentiel 40A 2P 30mA type A borne vis norme NF RCCB NOVELEC SGV40A;18.11;FALSE;0.405294291;8.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-2p-30ma-type-a-borne-vis-norme-nf-rccb-novelec-sgv40a-9245053;diferenciales;14/12/2020
Interrupteur différentiel 2P 63A 30ma type A - Schneider R9PRA263;76.86;FALSE;0.398636161;5.95;siemens;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-2p-63a-30ma-type-a-schneider-r9pra263-23984088?model_id=23964980;diferenciales;14/12/2020
Interrupteur différentiel XE 63A 30ma type A - auto -230V Schneider R9ERA263;81.2;FALSE;0.315739688;3.25;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-2p-63a-30ma-type-a-embrochable-resi9-xe-2-modules-schneider-electric-8096127;diferenciales;14/12/2020
Interrupteur différentiel 4P 63A 300mA type AC;97.76;FALSE;0.298997831;4.99;schneider;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-4p-63a-300ma-ac-schneider-acti-9-197800;diferenciales;14/12/2020
Interrupteur différentiel 25/2 30mA Type AC NF - Zenitech;22.99;FALSE;0.297234494;4.99;novelec;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40-2-30-ma-type-a-zenitech-nf-1956944?model_id=2010500;diferenciales;14/12/2020
Interrupteur différentiel Siemens 5SV3344-6KL 4 pôles 40 A 0.03 A 400 V 1 pc(s);36.99;FALSE;0.290193042;3.25;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-siemens-tetrapolaire-40a-30ma-type-a-4363809;diferenciales;14/12/2020
Disjoncteur Différentiel 16A / 30mA;36.22;FALSE;0.283729746;3.25;SCHNEIDER;https://www.manomano.fr/catalogue/p/disjoncteur-differentiel-type-ac-2-poles-16a-30ma-courbe-c-184726;diferenciales;14/12/2020
Interrupteur différentiel Resi9 xp 2P 63A 30ma type AC - Schneider R9PRC263;68.48;FALSE;0.282909382;4.75;schneider;https://www.manomano.fr/catalogue/p/resi9-xp-interrupteur-differentiel-2p-63a-30ma-ac-5909306;diferenciales;14/12/2020
Interrupteur différentiel 40A - 30mA type AC NALTO;18.5;FALSE;0.282566478;3;zenitech;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-30ma-type-ac-13980767;diferenciales;14/12/2020
Interrupteur Différentiel 4P 40A 30MA ASI Schneider Electric ACTI 9;173.74;FALSE;0.277336311;4.95;siemens;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-4p-40a-30ma-asi-schneider-acti-9-197807;diferenciales;14/12/2020
Interrupteur de tension nulle + bobine exécutée 250V 50Hz IP54;27.99;FALSE;0.270093936;6.7;GE DEVIENT ABB;https://www.manomano.fr/catalogue/p/interrupteur-de-tension-nulle-bobine-executee-250v-50hz-ip54-11365144;diferenciales;14/12/2020
Interrupteur différentiel 40A - 30mA type A NALTO;19.5;FALSE;0.270000502;3.25;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-type-a-13980768;diferenciales;14/12/2020
Interrupteur différentiel 25A 2P 30mA Type AC embrochable IDClic XE SCHNEIDER 16157;28.06;FALSE;0.26993855;9.9;nalto;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-25a-2p-30ma-type-ac-embrochable-idclic-xe-schneider-16157-17525454?model_id=17523456;diferenciales;14/12/2020
DX3 INTERRUPTEUR DIFFERENTIEL TETRAPOLAIRE 63A TYPE A 30MA LEGRAND 411676;91.81;FALSE;0.267392521;;SCHNEIDER;https://www.manomano.fr/catalogue/p/dx3-interrupteur-differentiel-4-postes-63a-a-30ma-n-g-auche-legrand-411676-559923;diferenciales;14/12/2020
Disjoncteur Disjoncteur Hager 1P+N 30MA 10A ADC810H;27.72;FALSE;0.266542884;;AUTRES;https://www.manomano.fr/catalogue/p/disjoncteur-disjoncteur-hager-1p-n-30ma-10a-adc810h-2040043;diferenciales;14/12/2020
ACTI9 VIGI IC60 2P 25A 30 AC (A9Q11225);55.2;FALSE;0.263667066;9.9;nalto;https://www.manomano.fr/catalogue/p/acti9-vigi-ic60-2p-25a-30-ac-a9q11225-3901052;diferenciales;14/12/2020
INTERRUPTEUR DIFFÉRENTIEL 63A 30MA TYPE AC - AEG;39.1;FALSE;0.171712946;3.99;schneider;https://www.manomano.fr/catalogue/p/inter-diff-30ma-63a-type-ac-284604449-1693425;diferenciales;14/12/2020
SIEMENS IS FI-SCHUTZSCHALTER 40A.1+N.30MA.230V 5SV3314-6 SIEMENS INDUS.SECTOR 5SV33146;31.18;FALSE;0.160323165;9.99;legrand;https://www.manomano.fr/catalogue/p/siemens-is-fi-schutzschalter-40a1-n30ma230v-5sv3314-6-siemens-indussector-5sv33146-5115618;diferenciales;14/12/2020
interrupteur differentiel 40A 2P 30mA type A 30mA norme CE bornes vis PROTEC 124030;15.78;FALSE;0.15463445;14.49;HAGER LOGISTY;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-2p-30ma-type-a-30ma-norme-ce-bornes-vis-protec-el124030-11349578;diferenciales;14/12/2020
Interrupteur différentiel Resi9 xp 2P 40A 30ma type AC - Schneider R9PRC240;37.04;FALSE;0.151369781;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-resi9-xp-2p-40a-30ma-type-ac-schneider-r9prc240-23984087?model_id=23964979;diferenciales;14/12/2020
Interrupteur différentiel 40A 2P 30mA type AC borne vis norme NF RCCB NOVELEC SGV40AC;17.71;FALSE;0.15115833;3.9;GE AEG;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-2p-30ma-type-ac-borne-vis-norme-nf-rccb-novelec-sgv40ac-9245054;diferenciales;14/12/2020
Interrupteur différentiel 3p+n 40a 30ma type ac à bornes décalées;134.84;FALSE;0.148358664;;SIEMENS INDUS.SECTOR;https://www.manomano.fr/catalogue/p/inter-differentiel-4-poles-40a-30ma-type-ac-bornes-decalees-hager-cdc840f-1131413;diferenciales;14/12/2020
Interrupteur différentiel h-h 40a 30ma a peignable r9pra240;58.96;FALSE;0.145674866;3.99;protec;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-monophase-63a-a-ac-schneider-53884?model_id=53882;diferenciales;14/12/2020
Interrupteur différentiel type AC avec borne étagée AEG - 2 modules - Intensité 40 A;32.85;FALSE;0.145190216;3.25;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-type-ac-avec-borne-etagee-aeg-2-modules-intensite-40-a-1693426;diferenciales;14/12/2020
INTERRUPTEUR DIFFERENTIEL DX3-ID 2 POLES 63A AC 300MA LEGRAND 411526;50.51;FALSE;0.142008543;4.99;novelec;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-dx3-id-2p-63a-ac-300ma-legrand-411526-469803;diferenciales;14/12/2020
ACTI9 VIGI IC60 4P 40A 30 AC (A9Q11440);102.89;FALSE;0.141615768;;hager;https://www.manomano.fr/catalogue/p/bloc-differentiel-vigi-ic60-4p-40a-30ma-type-ac-126264;diferenciales;14/12/2020
ACTI9 IID 2P 40A 30MA AC (A9R11240);38.67;FALSE;0.141541699;3.99;schneider;https://www.manomano.fr/catalogue/p/acti9-iid-2p-40a-30ma-ac-126269;diferenciales;14/12/2020
Disjoncteur differentiel 16A 1P+N 30mA type F 230V CA 3kA courbe C bornes vis DuoLine D'Clic Vigi SCHNEIDER 27663;74.59;FALSE;0.13887533;3.79;aeg;https://www.manomano.fr/catalogue/p/disjoncteur-differentiel-schneider-1p-n-230-vca-16a-type-f-30ma-3ka-courbe-c-duoline-dclic-vigi-986019;diferenciales;14/12/2020
ACTI9 VIGI IC60 4P 63A 300MA AC (A9V14463);108.93;FALSE;0.138207152;9.99;legrand;https://www.manomano.fr/catalogue/p/acti9-vigi-ic60-4p-63a-300ma-ac-126282;diferenciales;14/12/2020
Interrupteur différentiel XE 40A 30ma type A - auto -230V Schneider R9ERA240;49.88;FALSE;0.137919609;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/interr-diff-resi9-xe-embrochable-2p-40a-30ma-type-a-schneider-electric-18204710?model_id=18202712;diferenciales;14/12/2020
Disjoncteur Différentiel Hager 20A HI 30mA Courbe C 1P+N 3kA;161.7;FALSE;0.135736022;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/disjoncteur-differentiel-230v-hager-de-10-a-32a-type-ac-hpi-30ma-courbe-c-hager-55298;diferenciales;14/12/2020
Interrupteur différentiel 63A tétrapolaire type AC - Ã  vis - CDC863F - Hager;212.98;FALSE;0.1355558;3.99;schneider;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-4p-ac-63a-30ma-hager-122187;diferenciales;14/12/2020
Interrupteur différentiel bipolaire - typeA 30mA arrivée haut/départ haut 40 A;82.13;FALSE;0.135410493;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/legrand-interrupteur-differenciel-bipolaire-40a-30ma-type-a-3100073;diferenciales;14/12/2020
Disjoncteur différentiel 16A 1P+N courbe C 6KA protection 30mA type AC bornes vis DS201L ABB 471013;48.59;FALSE;0.135360438;3.25;SCHNEIDER;https://www.manomano.fr/catalogue/p/disj-diff-ds201l-1p-n-45-6ka-c-16a-30ma-ac-2198923;diferenciales;14/12/2020
Interrupteur différentiel 63A 30mA type A NALTO;37.5;FALSE;0.135283534;9.9;nalto;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-63a-30ma-type-a-nalto-16677346?model_id=16677181;diferenciales;14/12/2020
Interrupteur Différentiel triphasé 40A / 30mA / type A;88.08;FALSE;0.135261025;6.7;GE DEVIENT ABB;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-type-a-4-poles-40a-30ma-avec-agrement-nf-184713;diferenciales;14/12/2020
Interrupteur Différentiel 4P 25A 300MA AC Schneider Electric ACTI 9;111.11;FALSE;0.135103156;3.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti9-iid-4p-25a-300ma-ac-172821;diferenciales;14/12/2020
Télérupteur pour profilé Finder 20.23.8.230.4000 1 NO (T). 1 NF (R) 230 V/AC 16 A 4000 VA 1 pc(s);19.49;FALSE;0.134960683;4.95;FINDER;https://www.manomano.fr/catalogue/p/tele-230ac-1no-1nc16a-agsno2-7243827;diferenciales;14/12/2020
Interrupteur differentiel 40A 2P 30mA type AC bornes à vis alignées norme CE ALTERNATIVE ELEC AE24240;17.23;FALSE;0.134947364;3.99;ALTERNATIVE ELEC;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-2p-30ma-type-ac-bornes-a-vis-alignees-norme-ce-alternative-elec-ae24240-10951813;diferenciales;14/12/2020
Télérupteur pour profilé Finder 20.21.9.012.4000-1 1 NO (T) 12 V/DC 16 A 4000 VA 1 pc(s);16.49;FALSE;0.134915609;4.95;FINDER;https://www.manomano.fr/catalogue/p/telerupteur-pour-profile-finder-202190124000-1-no-t-12-v-dc-16-a-4000-va-1-pcs-7243840;diferenciales;14/12/2020
Disjoncteur différentiel 25A 1P+N courbe C 4.5kA protection 300mA type AC iDPN Vigi SCHNEIDER ELECTRIC A9N21628;55.18;FALSE;0.134826171;3.99;schneider;https://www.manomano.fr/catalogue/p/disjoncteur-differentiel-25a-1p-n-courbe-c-45ka-protection-300ma-type-ac-idpn-vigi-schneider-electric-a9n21628-23509797?model_id=23490690;diferenciales;14/12/2020
INTERRUPTEUR DIFFERENTIEL DX3-ID 2P 80A AC 30MA LEGRAND 411507;62.3;FALSE;0.134820638;9.99;legrand;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-dx3-id-2p-80a-ac-30ma-legrand-411507-469810;diferenciales;14/12/2020
Bloc Différentiel VIGI IC60 2P 25A 300 AC Schneider Electric ACTI 9;184.61;FALSE;0.134799763;;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti-9-vigi-ic60-bloc-differentiel-2p-25a-300ma-type-ac25a-25a-6341934;diferenciales;14/12/2020
Interrupteur différentiel 40A 30 mA type AC NALTO;27.5;FALSE;0.134796803;9.9;nalto;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-30-ma-type-ac-nalto-16677343?model_id=16677178;diferenciales;14/12/2020
Schneider A9 F74416 IC60 N 4P 16 A courbe C Disjoncteur. Blanc Marque : SCHNEIDER;21.78;FALSE;0.132085081;5.55;schneider;https://www.manomano.fr/catalogue/p/schneider-a9-f74416-ic60-n-4p-16-a-courbe-c-disjoncteur-blanc-marque-schneider-23434536?model_id=23415429;diferenciales;14/12/2020
Interrupteur différentiel 2 pôles 30mA AC 63A - Efapel;22.63;FALSE;0.132047895;5.9;efapel;https://www.manomano.fr/catalogue/p/efapel-interrupteur-differentiel-2-poles-30ma-ac-63a-4414460;diferenciales;14/12/2020
Interrupteur différentiel 63A 30 mA type AC NALTO;31.5;FALSE;0.132041241;9.9;nalto;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-63a-30-ma-type-ac-nalto-16677344?model_id=16677179;diferenciales;14/12/2020
Inter diff DX³-ID - vis/vis - 2P - 230V~ - 40A -type AC - 300mA -départ haut- 2M;53.88;FALSE;0.131868397;3.99;legrand;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-dx3-id-2p-40a-ac-300ma-tg-legrand-411614-125930;diferenciales;14/12/2020
Interrupteur Différentiel 4P 40A 300SMA ASI Schneider Electric ACTI 9;254.04;FALSE;0.131827274;;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-4p-40a-300sma-asi-schneider-electric-acti-9-9959438?model_id=197810;diferenciales;14/12/2020
ProDis vigi DT40 - bloc différentiel - 3P+N 40A 30mA instanta type AC 400-415Vca Schneider Electric;120.91;FALSE;0.131826414;;schneider;https://www.manomano.fr/catalogue/p/prodis-vigi-dt40-bloc-differentiel-3p-n-40a-30ma-instantane-type-ac-schneider-96686;diferenciales;14/12/2020
Acti9 iTG40 - module différentiel Vigi tête de groupe - 1P+N 25A 30mA type AC (A9Y12625);91.31;FALSE;0.131792247;5;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti9-itg40-module-differentiel-vigi-tete-de-groupe-1p-n-25a-30ma-type-ac-a9y12625-21330889?model_id=21321144;diferenciales;14/12/2020
Commande 60 blocs éclairage sécurité (HAG EE905);168.91;FALSE;0.131709242;1.99;hager;https://www.manomano.fr/catalogue/p/commande-60-blocs-eclairage-securite-hag-ee905-8510881;diferenciales;14/12/2020
Disjoncteur à courant de défaut ABB 2CSF204101R3400 40 A 0.3 A 230 V 1 pc(s) C580201;43.76;FALSE;0.131702704;5.95;abb;https://www.manomano.fr/catalogue/p/abb-entrelec-f204a-40-03differentiel-f204a-40a-300ma-2601553;diferenciales;14/12/2020
"Disjoncteur différentiel courant Eaton FRBM6 20A 1P+N 30MA AC "" 6 177353";63.31;FALSE;0.131699507;14.49;eaton;https://www.manomano.fr/catalogue/p/disjoncteur-differentiel-courant-eaton-frbm6-20a-1p-n-30ma-ac-6-177353-10857177;diferenciales;14/12/2020
Interrupteur différentiel 2 pôles 300mA AC 40A - Efapel;20.99;FALSE;0.131698033;5.9;efapel;https://www.manomano.fr/catalogue/p/efapel-interrupteur-differentiel-2-poles-300ma-ac-40a-4414462;diferenciales;14/12/2020
Télérupteur pour profilé Finder 20.21.8.008.4000 1 NO (T) 8 V/AC 16 A 4000 VA 1 pc(s);16.49;FALSE;0.131695863;4.95;FINDER;https://www.manomano.fr/catalogue/p/telerupteur-modulaire-8-v-ac-finder-202180084000-1-no-t-coupure-16-a-max-400-v-ac-30-v-dc-1-pcs-7243835;diferenciales;14/12/2020
Télérupteur pour profilé Finder 20.21.8.012.4000 1 NO (T) 12 V/AC 16 A 4000 VA 1 pc(s);16.49;FALSE;0.131687863;4.95;FINDER;https://www.manomano.fr/catalogue/p/telerupteur-modulaire-12-v-ac-finder-202180124000-1-no-t-coupure-16-a-max-400-v-ac-30-v-dc-1-pcs-7243839;diferenciales;14/12/2020
Disj diff DX³ 6000 -vis-2P-230/400V~-20A -typeAC -300mA-10kA- courbe C - 4 mod;136.85;FALSE;0.131686809;3.99;legrand;https://www.manomano.fr/catalogue/p/disj-diff-dx-6000-vis-2p-230-400v-20a-typeac-300ma-10ka-courbe-c-4-mod-1786001;diferenciales;14/12/2020
Interrupteur Différentiel 40A / 30mA / type AC a bornes étagées;30.76;FALSE;0.02571751;6.7;GE ÉVOLUE EN AEG;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-230-v-40-63a-type-a-et-ac-connexion-auto-general-electric-unibis-55445;diferenciales;14/12/2020
Interrupteur differentiel 40A 2P 30mA type AC 30mA bornes vis norme NF PROTEC PROID240AC;17.23;FALSE;0.019620681;4.99;protec;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-2p-30ma-type-ac-30ma-bornes-vis-norme-nf-protec-proid240ac-4035975;diferenciales;14/12/2020
ACTI9 IID 4P 40A 300MA AC;62.92;FALSE;0.012937159;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti9-iid-4p-40a-300ma-ac-126273;diferenciales;14/12/2020
Interrupteur Différentiel triphasé 40A / 30mA / type AC;51.66;FALSE;0.011783474;6.7;GE DEVIENT ABB;https://www.manomano.fr/catalogue/p/interrupteur-diffarentiel-4p-type-ac-23798735?model_id=184710;diferenciales;14/12/2020
Interrupteur Différentiel 63A / 30mA / type AC / Tétrapolaire Iskra;45.24;FALSE;0.010607985;6.7;ISKRA;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-63a-30ma-type-ac-tetrapolaire-iskra-15776010;diferenciales;14/12/2020
ACTI9 VIGI IC60 4P 40A 300 AC (A9Q14440);62.07;FALSE;0.01033856;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti9-vigi-ic60-4p-40a-300-ac-126268;diferenciales;14/12/2020
Interrupteur différentiel 40A ABB F202S AC-40A/30mA;48.44;FALSE;0.010076572;;abb;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-monophase-bornes-auto-abb-40a-30ma-type-a-1242518?model_id=5082624;diferenciales;14/12/2020
ACTI9 IID 2P 63A 30MA AC;69.97;FALSE;0.009992023;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti9-iid-2p-63a-30ma-ac-126270;diferenciales;14/12/2020
Interrupteur différentiel Siemens 5SV3312-6 2 pôles 25 A 0.03 A 230 V 1 pc(s);24.49;FALSE;0.009608443;4.95;siemens;https://www.manomano.fr/catalogue/p/disjoncteur-differentiel-siemens-5sv3312-6-2-poles-25-a-003-a-230-v-1-pcs-5115617;diferenciales;14/12/2020
ACTI9 IID 4P 25A 30MA AC (A9R11425);73.38;FALSE;0.009592214;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti9-iid-4p-25a-30ma-ac-126471;diferenciales;14/12/2020
DISJONCTEUR DIFF DX³ 6000 -VIS-2P-230/400V~-40A -TYPEAC -30MA-10KA- COURBE C 4 MOD LEGRAND 411162;89.67;FALSE;0.009413071;9.99;legrand;https://www.manomano.fr/catalogue/p/disj-diff-dx-6000-vis-2p-230-400v-40a-typeac-30ma-10ka-courbe-c-4-mod-2887373;diferenciales;14/12/2020
Interrupteur différentiel type A avec borne étagée AEG - 2 modules - Intensité 40 A;37.21;FALSE;0.007079872;3.79;aeg;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-type-a-avec-borne-etagee-aeg-2-modules-intensite-40-a-1693427;diferenciales;14/12/2020
INTER DIFFER 63A TYPE A EMBROC;539.52;FALSE;0.006880052;100;schneider;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-2p-63a-30ma-type-a-embrochable-schneider-resi9-xe-3-modules-6341928;diferenciales;14/12/2020
Interrupteur differentiel 25A 2P 30mA type AC 30mA bornes vis norme NF PROTEC PROID225AC;14.34;FALSE;0.006794836;4.99;protec;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-25a-2p-30ma-type-ac-30ma-bornes-vis-norme-nf-protec-proid225ac-19551881?model_id=19549883;diferenciales;14/12/2020
Interrupteur Différentiel 4P 63A 30MA ASI Schneider Electric ACTI 9;294.82;FALSE;0.006781232;;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti9-iid-interrupteur-differentiel-4p-63a-30ma-type-asi63a-63a-4366822;diferenciales;14/12/2020
Inter diff DX³-ID - vis/vis - 4P- 400V~- 40A - type A - 30mA - départ bas - 4M;120.65;FALSE;0.006761367;3.99;legrand;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-dx-id-arrivee-haute-et-depart-bas-a-vis-4p-400v-40a-typea-30ma-4-modules40a-40a-1786055;diferenciales;14/12/2020
Inter. diff. 2P 25A 30mA AC borne déc. (HAG CDC722F);44.15;FALSE;0.006701509;1.99;hager;https://www.manomano.fr/catalogue/p/inter-diff-2p-25a-30ma-ac-borne-dec-hag-cdc722f-3538967;diferenciales;14/12/2020
Interrupteur différentiel 3P+N - 400V~ - 40A - typeHI - 30mA - CDH840F - Hager;198.04;FALSE;0.006678869;;hager;https://www.manomano.fr/catalogue/p/inter-dif-3p-n-40a-30ma-hi-bd-hag-cdh840f-4022181;diferenciales;14/12/2020
Interrupteur Différentiel ITG40 2P 25A 30MA Schneider Electric ACTI 9;69.92;FALSE;0.006643352;3.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-itg40-2p-25a-300ma-schneider-acti-9-197903?model_id=197901;diferenciales;14/12/2020
